Filename	True Label	Prediction
1023_0109151	3.0	3.0
1023_0109247	3.0	3.0
1023_0109400	3.0	3.0
1023_0109522	3.0	3.0
1023_0109591	3.0	3.0
1023_0109651	3.0	3.0
1023_0109721	2.0	3.0
1023_0109917	3.0	3.0
1023_0109946	2.0	3.0
1031_0001703	4.0	3.0
1031_0001950	3.0	3.0
1031_0002088	3.0	3.0
1031_0002091	3.0	3.0
1031_0002092	4.0	3.0
1031_0002185	3.0	3.0
1031_0002199	3.0	3.0
1031_0003035	3.0	3.0
1031_0003043	4.0	3.0
1031_0003052	3.0	3.0
1031_0003054	3.0	3.0
1031_0003074	3.0	3.0
1031_0003076	4.0	3.0
1031_0003164	3.0	3.0
1031_0003170	3.0	3.0
1031_0003174	3.0	3.0
1031_0003185	3.0	3.0
1031_0003187	3.0	3.0
1031_0003189	3.0	3.0
1031_0003218	3.0	3.0
1031_0003237	3.0	3.0
1031_0003246	3.0	3.0
1031_0003273	3.0	3.0
1031_0003274	3.0	3.0
1031_0003313	3.0	3.0
1031_0003315	3.0	3.0
1031_0003327	2.0	3.0
1031_0003352	2.0	3.0
1031_0003356	3.0	3.0
1031_0003369	3.0	3.0
1031_0003388	3.0	3.0
1031_0003390	3.0	3.0
1031_0003392	3.0	3.0
1031_0003408	2.0	3.0
1031_0003409	4.0	3.0
1061_0120271	2.0	2.0
1061_0120278	2.0	2.0
1061_0120283	1.0	1.0
1061_0120287	1.0	2.0
1061_0120288	2.0	2.0
1061_0120291	1.0	1.0
1061_0120296	2.0	2.0
1061_0120299	2.0	2.0
1061_0120308	2.0	3.0
1061_0120313	2.0	2.0
1061_0120316	2.0	2.0
1061_0120317	2.0	2.0
1061_0120323	1.0	2.0
1061_0120326	2.0	2.0
1061_0120331	1.0	1.0
1061_0120336	1.0	2.0
1061_0120337	2.0	2.0
1061_0120346	2.0	2.0
1061_0120348	1.0	1.0
1061_0120356	2.0	2.0
1061_0120360	3.0	3.0
1061_0120367	3.0	2.0
1061_0120369	2.0	2.0
1061_0120370	2.0	2.0
1061_0120372	2.0	2.0
1061_0120383	2.0	3.0
1061_0120390	2.0	2.0
1061_0120411	3.0	3.0
1061_0120423	2.0	3.0
1061_0120441	2.0	2.0
1061_0120450	2.0	2.0
1061_0120455	2.0	2.0
1061_0120456	2.0	2.0
1061_0120478	2.0	3.0
1061_0120490	2.0	2.0
1061_0120499	2.0	2.0
1061_0120876	2.0	2.0
1061_0120877	2.0	2.0
1061_0120882	3.0	3.0
1061_0120883	2.0	2.0
1061_0120886	2.0	2.0
1061_0120889	1.0	1.0
1061_0120894	2.0	2.0
1061_1029117	1.0	2.0
1061_1029118	1.0	2.0
1061_1202914	1.0	1.0
1061_1202915	1.0	2.0
1061_1202918	1.0	2.0
1061_1202919	2.0	2.0
1071_0024678	1.0	1.0
1071_0024681	2.0	2.0
1071_0024685	2.0	2.0
1071_0024687	1.0	1.0
1071_0024692	2.0	2.0
1071_0024710	1.0	2.0
1071_0024711	1.0	1.0
1071_0024713	1.0	2.0
1071_0024757	2.0	2.0
1071_0024772	0.0	0.0
1071_0024802	1.0	2.0
1071_0024807	1.0	1.0
1071_0024809	1.0	1.0
1071_0024814	1.0	1.0
1071_0024816	1.0	1.0
1071_0024824	1.0	1.0
1071_0024826	1.0	1.0
1071_0024833	1.0	1.0
1071_0024834	2.0	2.0
1071_0024841	0.0	1.0
1071_0024850	1.0	1.0
1071_0024862	1.0	1.0
1071_0024864	0.0	0.0
1071_0024867	2.0	2.0
1071_0024873	1.0	1.0
1071_0024875	1.0	1.0
1071_0024878	2.0	2.0
1071_0024879	1.0	1.0
1071_0024881	2.0	2.0
1071_0241832	1.0	1.0
1071_0242011	1.0	1.0
1071_0242013	1.0	1.0
1071_0242041	1.0	1.0
1071_0242071	0.0	1.0
1071_0243582	1.0	1.0
1071_0248301	1.0	1.0
1071_0248302	1.0	0.0
1071_0248303	1.0	1.0
1071_0248308	1.0	1.0
1071_0248313	1.0	2.0
1071_0248320	0.0	0.0
1071_0248325	0.0	1.0
1071_0248326	1.0	1.0
1071_0248332	2.0	2.0
1071_0248333	2.0	1.0
1071_0248335	1.0	1.0
1071_0248342	1.0	1.0
1071_0248344	1.0	1.0
1091_0000003	2.0	2.0
1091_0000013	1.0	1.0
1091_0000029	1.0	2.0
1091_0000032	2.0	2.0
1091_0000033	1.0	2.0
1091_0000048	1.0	1.0
1091_0000051	0.0	1.0
1091_0000052	0.0	1.0
1091_0000060	2.0	2.0
1091_0000126	2.0	2.0
1091_0000127	1.0	2.0
1091_0000140	1.0	1.0
1091_0000154	2.0	2.0
1091_0000156	2.0	2.0
1091_0000160	1.0	3.0
1091_0000163	1.0	1.0
1091_0000170	2.0	1.0
1091_0000192	1.0	2.0
1091_0000199	2.0	2.0
1091_0000212	2.0	2.0
1091_0000220	2.0	2.0
1091_0000222	1.0	2.0
1091_0000223	2.0	2.0
1091_0000230	2.0	2.0
1091_0000231	2.0	2.0
1091_0000232	2.0	2.0
1091_0000234	2.0	2.0
1091_0000235	1.0	2.0
1091_0000239	2.0	2.0
1091_0000243	1.0	1.0
1091_0000245	2.0	2.0
1091_0000247	2.0	2.0
1091_0000249	2.0	2.0
1091_0000259	2.0	2.0
1091_0000270	1.0	1.0
0614	2.0	2.0
0620	1.0	2.0
0621	2.0	2.0
0626	2.0	1.0
0630	1.0	1.0
0631	2.0	2.0
0634	2.0	2.0
0636	2.0	2.0
0641	1.0	1.0
0643	2.0	2.0
0645	2.0	2.0
0720	1.0	1.0
0801	1.0	1.0
0807	2.0	2.0
0811	2.0	2.0
0814	1.0	1.0
0817	1.0	2.0
0820	1.0	1.0
0821	2.0	2.0
0822	1.0	1.0
0829	1.0	2.0
0902	2.0	2.0
0903	1.0	2.0
0904	1.0	2.0
0910	1.0	1.0
0911	1.0	2.0
0913	2.0	2.0
0915	2.0	2.0
0920	2.0	2.0
0921	1.0	1.0
0927	2.0	2.0
1006	2.0	2.0
1008	1.0	2.0
1009	2.0	2.0
1015	1.0	2.0
1018	1.0	1.0
1115	1.0	2.0
1116	1.0	2.0
BER0611005	2.0	2.0
KYJ0611003A	1.0	1.0
KYJ0611004A	1.0	1.0
KYJ0611009B	1.0	2.0
LIB0611001A	1.0	1.0
LIB0611002B	1.0	1.0
LIB0611003A	1.0	1.0
LIB0611004B	1.0	2.0
LON0610002A	1.0	1.0
LON0611002A	1.0	1.0
LON0611003	3.0	3.0
LON0611004A	1.0	1.0
LON0611004B	1.0	1.0
MOS0611012	2.0	2.0
PAR1011018	3.0	2.0
PHA0111018	2.0	2.0
PHA0112002A	1.0	1.0
PHA0112002B	1.0	2.0
PHA0411008B	1.0	1.0
PHA0411031	3.0	3.0
PHA0411054	3.0	2.0
PHA0509030	3.0	3.0
PHA0509033	1.0	2.0
PHA0509035	2.0	2.0
PHA0509037	3.0	3.0
PHA0509040	2.0	2.0
PHA0510010B	1.0	1.0
PHA0510031	2.0	2.0
PHA0510039	2.0	3.0
PHA0510047	2.0	2.0
PHA0610006B	1.0	1.0
PHA0610007A	1.0	1.0
PHA0710009	2.0	2.0
PHA0710013	3.0	3.0
PHA0810002	2.0	2.0
PHA0810012	2.0	2.0
PHA0811016	2.0	2.0
PHA0811017	3.0	3.0
PHA0811019	3.0	3.0
PHA1109004	3.0	3.0
PHA1109005	2.0	2.0
PHA1109027	3.0	2.0
PHA1110001B	1.0	1.0
PHA1110016	2.0	2.0
PHA1110022	3.0	3.0
PHA1111003B	1.0	1.0
PHA1111004A	1.0	1.0
PHA1111006A	1.0	1.0
PHA1111006B	1.0	1.0
PHA1111008A	1.0	1.0
ST071122B	1.0	1.0
VAR0909006	3.0	3.0
VAR0910005	2.0	2.0
VAR0910009	3.0	3.0
VAR0910011	2.0	2.0
1325_1001015	2.0	2.0
1325_1001028	2.0	2.0
1325_1001029	2.0	2.0
1325_1001042	2.0	2.0
1325_1001054	2.0	2.0
1325_1001058	2.0	2.0
1325_1001076	2.0	2.0
1325_1001077	2.0	2.0
1325_1001079	2.0	2.0
1325_1001089	2.0	2.0
1325_1001090	2.0	2.0
1325_1001095	2.0	2.0
1325_1001098	2.0	2.0
1325_1001101	2.0	2.0
1325_1001110	2.0	2.0
1325_1001113	2.0	2.0
1325_1001120	2.0	2.0
1325_1001132	2.0	2.0
1325_1001135	2.0	2.0
1325_1001152	2.0	2.0
1325_1001153	2.0	2.0
1325_1001154	2.0	2.0
1325_1001155	2.0	2.0
1325_1001157	2.0	2.0
1325_1001158	2.0	2.0
1325_1001166	2.0	2.0
1325_9000107	2.0	2.0
1325_9000279	2.0	2.0
1325_9000322	2.0	2.0
1325_9000504	2.0	2.0
1325_9000536	2.0	2.0
1325_9000602	2.0	2.0
1325_9000611	2.0	2.0
1365_0100010	1.0	1.0
1365_0100022	2.0	2.0
1365_0100026	1.0	1.0
1365_0100051	1.0	1.0
1365_0100057	2.0	2.0
1365_0100063	2.0	2.0
1365_0100064	2.0	2.0
1365_0100074	1.0	2.0
1365_0100093	2.0	2.0
1365_0100099	1.0	2.0
1365_0100105	2.0	2.0
1365_0100116	2.0	2.0
1365_0100117	2.0	2.0
1365_0100134	2.0	2.0
1365_0100135	2.0	2.0
1365_0100171	1.0	2.0
1365_0100182	2.0	2.0
1365_0100185	1.0	2.0
1365_0100205	2.0	2.0
1365_0100219	2.0	2.0
1365_0100221	2.0	2.0
1365_0100225	2.0	2.0
1365_0100253	1.0	1.0
1365_0100256	2.0	2.0
1365_0100262	2.0	2.0
1365_0100268	1.0	2.0
1365_0100274	2.0	2.0
1365_0100289	2.0	2.0
1365_0100455	2.0	2.0
1365_0100459	2.0	2.0
1365_0100469	2.0	2.0
1365_0100476	2.0	2.0
1365_0100479	2.0	2.0
1385_0000013	0.0	1.0
1385_0000017	1.0	1.0
1385_0000035	1.0	2.0
1385_0000041	1.0	1.0
1385_0000045	1.0	1.0
1385_0000100	1.0	1.0
1385_0000123	1.0	1.0
1385_0000128	1.0	1.0
1385_0001112	1.0	1.0
1385_0001121	1.0	1.0
1385_0001123	1.0	1.0
1385_0001128	0.0	1.0
1385_0001129	1.0	1.0
1385_0001137	1.0	1.0
1385_0001150	1.0	1.0
1385_0001155	1.0	1.0
1385_0001162	1.0	1.0
1385_0001163	1.0	1.0
1385_0001165	1.0	1.0
1385_0001166	1.0	1.0
1385_0001528	1.0	2.0
1385_0001718	1.0	1.0
1385_0001720	0.0	1.0
1385_0001723	0.0	1.0
1385_0001727	0.0	1.0
1385_0001728	1.0	2.0
1385_0001734	1.0	1.0
1385_0001750	0.0	1.0
1385_0001751	1.0	1.0
1385_0001758	1.0	1.0
1385_0001771	1.0	1.0
1385_0001772	1.0	1.0
1385_0001773	1.0	1.0
1385_0001791	1.0	1.0
1385_0001793	1.0	1.0
1385_0001796	1.0	1.0
1395_0000338	1.0	1.0
1395_0000340	1.0	2.0
1395_0000355	1.0	2.0
1395_0000359	1.0	2.0
1395_0000369	2.0	2.0
1395_0000378	1.0	2.0
1395_0000379	1.0	1.0
1395_0000380	1.0	2.0
1395_0000389	0.0	1.0
1395_0000396	1.0	1.0
1395_0000432	1.0	1.0
1395_0000448	1.0	1.0
1395_0000458	1.0	1.0
1395_0000499	1.0	1.0
1395_0000500	1.0	1.0
1395_0000518	2.0	2.0
1395_0000526	1.0	1.0
1395_0000535	1.0	1.0
1395_0000559	1.0	1.0
1395_0000563	1.0	1.0
1395_0000579	1.0	1.0
1395_0000582	0.0	1.0
1395_0000585	1.0	1.0
1395_0000587	0.0	1.0
1395_0000608	1.0	1.0
1395_0000649	2.0	2.0
1395_0001016	2.0	1.0
1395_0001017	1.0	1.0
1395_0001024	1.0	2.0
1395_0001040	1.0	1.0
1395_0001045	1.0	1.0
1395_0001073	2.0	2.0
1395_0001109	1.0	1.0
1395_0001114	1.0	1.0
1395_0001115	2.0	2.0
1395_0001117	1.0	1.0
1395_0001122	1.0	1.0
1395_0001123	1.0	1.0
1395_0001124	1.0	1.0
1395_0001160	2.0	1.0
1395_0001164	2.0	2.0
1395_0001167	1.0	2.0
1395_0001170	1.0	2.0
1023_0001416	3.0	3.0
1023_0101751	3.0	3.0
1023_0101752	3.0	3.0
1023_0101849	3.0	3.0
1023_0101853	2.0	3.0
1023_0101896	2.0	2.0
1023_0103832	2.0	2.0
1023_0103837	3.0	3.0
1023_0103838	3.0	3.0
1023_0104206	3.0	2.0
1023_0107042	3.0	3.0
1023_0107074	3.0	3.0
1023_0107783	3.0	2.0
1023_0108305	3.0	3.0
1023_0108650	3.0	3.0
1023_0108752	3.0	3.0
1023_0108753	2.0	2.0
1023_0108812	2.0	3.0
1023_0108814	3.0	3.0
1023_0108932	2.0	3.0
1023_0108933	3.0	3.0
1023_0108934	3.0	3.0
1023_0108955	3.0	3.0
1023_0108958	2.0	3.0
1023_0109027	2.0	2.0
1023_0109030	3.0	3.0
1023_0109391	2.0	3.0
1023_0109392	3.0	3.0
1023_0109401	3.0	3.0
1023_0109515	3.0	3.0
1023_0109588	3.0	3.0
1023_0109716	3.0	3.0
1023_0109878	2.0	2.0
1023_0109914	2.0	3.0
1031_0002004	3.0	3.0
1031_0002011	4.0	3.0
1031_0002042	3.0	3.0
1031_0002085	3.0	3.0
1031_0002200	2.0	3.0
1031_0003012	3.0	3.0
1031_0003013	4.0	3.0
1031_0003023	3.0	3.0
1031_0003048	4.0	3.0
1031_0003088	4.0	3.0
1031_0003097	3.0	3.0
1031_0003106	3.0	3.0
1031_0003135	3.0	3.0
1031_0003144	3.0	3.0
1031_0003145	3.0	3.0
1031_0003149	3.0	3.0
1031_0003156	3.0	3.0
1031_0003157	4.0	3.0
1031_0003161	3.0	3.0
1031_0003167	3.0	3.0
1031_0003172	3.0	3.0
1031_0003173	3.0	3.0
1031_0003179	3.0	3.0
1031_0003183	4.0	3.0
1031_0003190	3.0	3.0
1031_0003205	3.0	3.0
1031_0003219	3.0	3.0
1031_0003230	3.0	3.0
1031_0003232	2.0	3.0
1031_0003244	4.0	3.0
1031_0003309	3.0	3.0
1031_0003314	3.0	3.0
1031_0003330	3.0	3.0
1031_0003353	2.0	3.0
1031_0003366	3.0	3.0
1031_0003415	4.0	3.0
1031_0003419	3.0	3.0
1061_0120273	1.0	2.0
1061_0120281	1.0	2.0
1061_0120289	1.0	2.0
1061_0120303	1.0	2.0
1061_0120304	2.0	2.0
1061_0120309	1.0	1.0
1061_0120315	2.0	1.0
1061_0120325	2.0	2.0
1061_0120332	1.0	2.0
1061_0120338	1.0	2.0
1061_0120345	2.0	2.0
1061_0120350	2.0	2.0
1061_0120357	3.0	3.0
1061_0120368	2.0	2.0
1061_0120376	2.0	2.0
1061_0120386	1.0	2.0
1061_0120387	1.0	2.0
1061_0120394	2.0	2.0
1061_0120406	2.0	2.0
1061_0120413	1.0	1.0
1061_0120424	2.0	2.0
1061_0120431	2.0	2.0
1061_0120432	2.0	2.0
1061_0120442	2.0	2.0
1061_0120448	3.0	2.0
1061_0120459	2.0	2.0
1061_0120479	2.0	2.0
1061_0120480	2.0	2.0
1061_0120483	1.0	2.0
1061_0120489	2.0	2.0
1061_0120496	2.0	2.0
1061_0120856	1.0	2.0
1061_0120859	2.0	2.0
1061_0120875	3.0	3.0
1061_0120884	2.0	2.0
1061_1029112	3.0	3.0
1061_1029115	2.0	2.0
1061_1029120	1.0	2.0
1061_1202916	2.0	2.0
1071_0024701	2.0	2.0
1071_0024706	1.0	1.0
1071_0024715	1.0	1.0
1071_0024716	1.0	1.0
1071_0024758	2.0	2.0
1071_0024763	1.0	1.0
1071_0024766	1.0	1.0
1071_0024769	0.0	1.0
1071_0024774	0.0	0.0
1071_0024781	1.0	1.0
1071_0024782	0.0	0.0
1071_0024784	1.0	1.0
1071_0024798	0.0	1.0
1071_0024800	1.0	1.0
1071_0024804	1.0	1.0
1071_0024808	1.0	1.0
1071_0024818	2.0	1.0
1071_0024835	1.0	1.0
1071_0024843	1.0	1.0
1071_0024844	1.0	1.0
1071_0024851	1.0	1.0
1071_0024853	1.0	1.0
1071_0024857	1.0	1.0
1071_0024863	1.0	1.0
1071_0241833	1.0	1.0
1071_0242042	1.0	1.0
1071_0242043	0.0	1.0
1071_0242072	0.0	1.0
1071_0242092	0.0	1.0
1071_0242093	0.0	1.0
1071_0243593	1.0	2.0
1071_0243621	2.0	2.0
1071_0243622	1.0	1.0
1071_0243623	1.0	1.0
1071_0248309	2.0	2.0
1071_0248311	1.0	1.0
1071_0248312	1.0	1.0
1071_0248314	1.0	1.0
1071_0248323	1.0	1.0
1071_0248324	0.0	1.0
1071_0248328	0.0	1.0
1071_0248330	2.0	2.0
1071_0248337	1.0	2.0
1071_0248340	0.0	0.0
1091_0000010	2.0	2.0
1091_0000011	2.0	2.0
1091_0000018	2.0	2.0
1091_0000022	3.0	2.0
1091_0000046	1.0	1.0
1091_0000047	1.0	1.0
1091_0000049	1.0	1.0
1091_0000059	2.0	2.0
1091_0000061	1.0	1.0
1091_0000064	1.0	1.0
1091_0000070	1.0	1.0
1091_0000077	1.0	1.0
1091_0000087	1.0	2.0
1091_0000092	2.0	2.0
1091_0000095	2.0	2.0
1091_0000125	2.0	2.0
1091_0000148	1.0	1.0
1091_0000152	1.0	1.0
1091_0000157	2.0	2.0
1091_0000162	1.0	2.0
1091_0000167	2.0	2.0
1091_0000169	1.0	2.0
1091_0000171	2.0	2.0
1091_0000194	2.0	2.0
1091_0000196	2.0	1.0
1091_0000200	1.0	2.0
1091_0000201	1.0	2.0
1091_0000203	1.0	1.0
1091_0000221	1.0	1.0
1091_0000236	1.0	2.0
1091_0000246	2.0	2.0
1091_0000250	1.0	2.0
1091_0000253	0.0	1.0
1091_0000256	2.0	2.0
1091_0000257	2.0	2.0
1091_0000265	1.0	2.0
1091_0000267	1.0	2.0
1091_0000271	1.0	1.0
1091_0000273	2.0	2.0
1091_0000276	3.0	2.0
0601	1.0	1.0
0602	1.0	2.0
0604	2.0	2.0
0616	1.0	2.0
0632	1.0	1.0
0635	1.0	2.0
0637	2.0	2.0
0640	2.0	2.0
0717	1.0	1.0
0718	1.0	2.0
0724	2.0	2.0
0805	2.0	2.0
0815	2.0	2.0
0905	2.0	2.0
0907	2.0	2.0
0912	2.0	2.0
0914	1.0	2.0
0919	1.0	2.0
0925	2.0	2.0
0929	1.0	1.0
1016	1.0	1.0
1017	1.0	2.0
1019	1.0	2.0
1020	2.0	2.0
1021	1.0	2.0
1112	1.0	2.0
1113	1.0	2.0
9999	1.0	1.0
KYJ0611005B	1.0	1.0
KYJ0611009A	1.0	1.0
LON0610002B	1.0	1.0
LON0611002B	1.0	1.0
MOS0611013	2.0	3.0
PAR1011009B	1.0	1.0
PHA0111002A	2.0	1.0
PHA0111003A	1.0	1.0
PHA0111010	3.0	3.0
PHA0111012	2.0	2.0
PHA0112007A	1.0	1.0
PHA0209001	1.0	2.0
PHA0209008	1.0	1.0
PHA0209031	3.0	3.0
PHA0411009B	1.0	1.0
PHA0411010A	1.0	1.0
PHA0411034	1.0	2.0
PHA0411035	3.0	2.0
PHA0411038	3.0	3.0
PHA0411047	2.0	3.0
PHA0411062	2.0	3.0
PHA0509002	1.0	1.0
PHA0509021	2.0	2.0
PHA0509024	2.0	2.0
PHA0509028	3.0	3.0
PHA0509043	3.0	3.0
PHA0509045	2.0	2.0
PHA0510004A	1.0	1.0
PHA0510027	2.0	2.0
PHA0510034	3.0	3.0
PHA0510038	3.0	3.0
PHA0510040	2.0	3.0
PHA0510049	2.0	3.0
PHA0610007B	1.0	1.0
PHA0610015	2.0	3.0
PHA0610016	3.0	3.0
PHA0710010	2.0	3.0
PHA0710012	3.0	3.0
PHA0710014	3.0	3.0
PHA0710015	3.0	3.0
PHA0710017	3.0	3.0
PHA0710018	3.0	2.0
PHA0710021	3.0	3.0
PHA0810010	2.0	3.0
PHA0810011	2.0	2.0
PHA0811012	3.0	3.0
PHA0811013	3.0	3.0
PHA0811020	2.0	2.0
PHA1109003	2.0	2.0
PHA1109024	3.0	3.0
PHA1109026	3.0	3.0
PHA1110003A	1.0	1.0
VAR0209036	2.0	3.0
VAR0909004	2.0	2.0
VAR0910004	3.0	3.0
VAR0910006	2.0	2.0
1325_1001008	2.0	2.0
1325_1001010	2.0	2.0
1325_1001011	2.0	2.0
1325_1001012	2.0	2.0
1325_1001016	2.0	2.0
1325_1001020	2.0	2.0
1325_1001021	2.0	2.0
1325_1001022	2.0	2.0
1325_1001027	2.0	2.0
1325_1001045	2.0	2.0
1325_1001046	2.0	2.0
1325_1001047	2.0	2.0
1325_1001050	2.0	2.0
1325_1001052	2.0	2.0
1325_1001059	2.0	2.0
1325_1001081	2.0	2.0
1325_1001097	1.0	2.0
1325_1001107	2.0	2.0
1325_1001109	2.0	2.0
1325_1001119	2.0	2.0
1325_1001130	2.0	2.0
1325_1001144	2.0	2.0
1325_1001169	2.0	2.0
1325_9000087	2.0	2.0
1325_9000138	2.0	2.0
1325_9000152	2.0	2.0
1325_9000188	2.0	2.0
1325_9000209	2.0	2.0
1325_9000215	2.0	2.0
1325_9000241	2.0	2.0
1325_9000278	2.0	2.0
1325_9000303	2.0	2.0
1325_9000304	2.0	2.0
1325_9000314	2.0	2.0
1325_9000533	2.0	2.0
1325_9000534	2.0	2.0
1325_9000601	2.0	2.0
1325_9000676	2.0	2.0
1325_9000684	2.0	2.0
1325_9000685	2.0	2.0
1325_9000686	2.0	2.0
1365_0100002	2.0	2.0
1365_0100007	1.0	1.0
1365_0100012	2.0	2.0
1365_0100027	2.0	2.0
1365_0100028	2.0	2.0
1365_0100058	2.0	2.0
1365_0100069	2.0	2.0
1365_0100070	2.0	2.0
1365_0100072	2.0	2.0
1365_0100080	2.0	2.0
1365_0100094	2.0	2.0
1365_0100102	2.0	2.0
1365_0100118	2.0	2.0
1365_0100123	2.0	2.0
1365_0100137	2.0	2.0
1365_0100138	2.0	2.0
1365_0100151	1.0	2.0
1365_0100163	2.0	2.0
1365_0100165	2.0	2.0
1365_0100166	1.0	2.0
1365_0100167	1.0	2.0
1365_0100172	2.0	2.0
1365_0100173	2.0	2.0
1365_0100174	1.0	2.0
1365_0100175	2.0	2.0
1365_0100178	2.0	2.0
1365_0100180	1.0	1.0
1365_0100181	1.0	2.0
1365_0100184	2.0	2.0
1365_0100188	2.0	2.0
1365_0100204	2.0	2.0
1365_0100213	2.0	2.0
1365_0100215	2.0	2.0
1365_0100220	2.0	2.0
1365_0100222	2.0	2.0
1365_0100227	2.0	2.0
1365_0100257	2.0	2.0
1365_0100276	2.0	2.0
1365_0100281	2.0	2.0
1365_0100287	2.0	2.0
1365_0100288	2.0	2.0
1365_0100299	2.0	2.0
1365_0100474	2.0	2.0
1365_0100482	2.0	2.0
1385_0000012	1.0	1.0
1385_0000020	1.0	1.0
1385_0000037	1.0	1.0
1385_0000038	1.0	1.0
1385_0000049	1.0	1.0
1385_0000052	1.0	1.0
1385_0000053	1.0	1.0
1385_0000059	1.0	1.0
1385_0000097	1.0	1.0
1385_0000102	1.0	1.0
1385_0000103	1.0	1.0
1385_0000104	1.0	1.0
1385_0000114	1.0	1.0
1385_0000122	1.0	1.0
1385_0001103	1.0	1.0
1385_0001104	1.0	1.0
1385_0001108	1.0	1.0
1385_0001113	1.0	1.0
1385_0001120	1.0	1.0
1385_0001122	1.0	1.0
1385_0001134	1.0	1.0
1385_0001136	1.0	1.0
1385_0001151	1.0	1.0
1385_0001152	1.0	1.0
1385_0001156	1.0	1.0
1385_0001157	1.0	2.0
1385_0001159	1.0	1.0
1385_0001169	1.0	1.0
1385_0001173	0.0	1.0
1385_0001174	1.0	1.0
1385_0001194	1.0	1.0
1385_0001196	1.0	1.0
1385_0001198	2.0	1.0
1385_0001523	1.0	1.0
1385_0001714	1.0	1.0
1385_0001717	2.0	2.0
1385_0001726	1.0	1.0
1385_0001733	1.0	1.0
1385_0001744	0.0	1.0
1385_0001753	1.0	1.0
1385_0001754	1.0	1.0
1385_0001761	1.0	1.0
1385_0001762	1.0	1.0
1385_0001764	1.0	1.0
1385_0001765	0.0	1.0
1385_0001768	1.0	1.0
1385_0001775	1.0	1.0
1385_0001786	1.0	1.0
1385_0001794	1.0	1.0
1385_0001795	1.0	1.0
1395_0000333	1.0	2.0
1395_0000357	2.0	2.0
1395_0000360	2.0	2.0
1395_0000383	1.0	2.0
1395_0000399	1.0	1.0
1395_0000404	1.0	2.0
1395_0000415	1.0	1.0
1395_0000443	2.0	2.0
1395_0000446	2.0	2.0
1395_0000447	1.0	1.0
1395_0000470	1.0	1.0
1395_0000504	1.0	1.0
1395_0000515	2.0	1.0
1395_0000547	1.0	1.0
1395_0000548	1.0	2.0
1395_0000550	1.0	2.0
1395_0000584	0.0	1.0
1395_0000609	1.0	1.0
1395_0000626	2.0	2.0
1395_0000630	1.0	2.0
1395_0000635	1.0	1.0
1395_0000639	1.0	2.0
1395_0000644	1.0	2.0
1395_0000646	1.0	1.0
1395_0001013	1.0	1.0
1395_0001021	1.0	1.0
1395_0001033	1.0	2.0
1395_0001060	2.0	2.0
1395_0001064	1.0	2.0
1395_0001065	1.0	2.0
1395_0001066	1.0	2.0
1395_0001090	2.0	2.0
1395_0001104	1.0	1.0
1395_0001118	1.0	1.0
1395_0001126	1.0	1.0
1395_0001133	1.0	1.0
1395_0001146	0.0	1.0
1395_0001158	2.0	1.0
1395_0001161	1.0	2.0
1023_0001422	2.0	2.0
1023_0101753	3.0	3.0
1023_0101895	3.0	3.0
1023_0101899	2.0	2.0
1023_0101900	3.0	3.0
1023_0101901	3.0	3.0
1023_0101904	2.0	3.0
1023_0102117	3.0	3.0
1023_0103825	3.0	3.0
1023_0103828	1.0	1.0
1023_0103840	3.0	3.0
1023_0104207	2.0	3.0
1023_0106816	3.0	3.0
1023_0107727	3.0	3.0
1023_0107773	2.0	3.0
1023_0108510	3.0	3.0
1023_0108518	3.0	3.0
1023_0108520	3.0	2.0
1023_0108810	3.0	3.0
1023_0108890	3.0	3.0
1023_0108908	3.0	3.0
1023_0108992	3.0	3.0
1023_0109026	2.0	2.0
1023_0109192	3.0	3.0
1023_0109250	2.0	2.0
1023_0109422	3.0	3.0
1023_0109496	3.0	3.0
1023_0109519	2.0	3.0
1023_0109520	2.0	3.0
1023_0109527	3.0	3.0
1023_0109609	2.0	2.0
1023_0109649	3.0	3.0
1023_0109671	3.0	3.0
1023_0109674	3.0	3.0
1023_0109915	2.0	2.0
1023_0109954	3.0	3.0
1023_0111896	2.0	2.0
1031_0001998	4.0	3.0
1031_0002002	2.0	3.0
1031_0002010	3.0	3.0
1031_0002079	4.0	3.0
1031_0002083	3.0	3.0
1031_0002087	3.0	3.0
1031_0002131	3.0	3.0
1031_0002184	3.0	3.0
1031_0002197	3.0	3.0
1031_0003042	3.0	3.0
1031_0003073	4.0	3.0
1031_0003077	3.0	3.0
1031_0003090	3.0	3.0
1031_0003091	2.0	3.0
1031_0003126	3.0	3.0
1031_0003127	4.0	3.0
1031_0003129	3.0	3.0
1031_0003130	4.0	3.0
1031_0003150	3.0	3.0
1031_0003154	3.0	3.0
1031_0003162	3.0	3.0
1031_0003165	2.0	3.0
1031_0003169	3.0	3.0
1031_0003181	4.0	3.0
1031_0003184	4.0	3.0
1031_0003203	2.0	2.0
1031_0003206	3.0	3.0
1031_0003207	4.0	3.0
1031_0003214	3.0	3.0
1031_0003225	3.0	3.0
1031_0003226	3.0	3.0
1031_0003231	3.0	3.0
1031_0003233	3.0	3.0
1031_0003235	3.0	3.0
1031_0003243	3.0	3.0
1031_0003260	3.0	3.0
1031_0003262	3.0	3.0
1031_0003272	3.0	2.0
1031_0003337	3.0	3.0
1031_0003339	3.0	3.0
1031_0003354	3.0	3.0
1031_0003357	3.0	3.0
1031_0003358	4.0	3.0
1031_0003359	2.0	3.0
